id	name	description	start_npc_id	start_npc_name	start_npc_additional	start_npc_icon	location	level_min	level_max	rewards	steps	chronicle	link
32	An Obvious Lie	Gentler apologizes and promises to make you an exquisite accessory if you'll bring him some more ingredients. He asks you to collect 1,000 thread and 500 suede.SuedeNGx500	30120	Maximilian	High Priest	skill4416_human	[{"top": 2525.7401129944, "left": 2177.8531073446}]	45	85	[{"name": "Question MarkNG", "icon": "etc_question_mark_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "High Priest Maximilian says that Trader Gentler of Giran Castle Town needs help. Go meet Gentler.", "npc": {"id": "32", "name": "Maximilian", "additional": "High Priest", "icon": "skill4416_human"}, "item": {"id": "1866", "name": "Suede", "icon": "etc_suede_i00", "grade": "NG"}}, {"number": 2, "title": "Meet Gentler", "description": "High Priest Maximilian says that Trader Gentler of Giran Castle Town needs help. Go meet Gentler.", "npc": null, "item": {"id": "1866", "name": "Suede", "icon": "etc_suede_i00", "grade": "NG"}}, {"number": 3, "title": "Find Miki the Cat", "description": "Trader Gentler says that he's lost contact with Miki the Cat on Devil's Isle and asks you to deliver the map to him and get some herbs in return.", "npc": null, "item": {"id": "1866", "name": "Suede", "icon": "etc_suede_i00", "grade": "NG"}}, {"number": 4, "title": "Find Herbs", "description": "Miki the Cat says that he found the herbs, but lost them when the pouch containing the herbs got torn while he was wandering around lost. He asks you to obtain 20 herbs. Get them by hunting alligators on Alligator Beach. Monster to Hunt - AlligatorsMedicinal HerbNGx20", "npc": null, "item": {"id": "1866", "name": "Suede", "icon": "etc_suede_i00", "grade": "NG"}}, {"number": 5, "title": "Deliver the Herbs", "description": "You've got all the herbs that Trader Gentler of Giran Castle Town asked for. Take them to him immediately!", "npc": null, "item": {"id": "1866", "name": "Suede", "icon": "etc_suede_i00", "grade": "NG"}}, {"number": 6, "title": "Collect Spirit Ore", "description": "Gentler needs 500 more Spirit Ores to make the medicine and asks you to get them.Spirit OreNGx500", "npc": null, "item": {"id": "1866", "name": "Suede", "icon": "etc_suede_i00", "grade": "NG"}}, {"number": 7, "title": "Get Your Reward", "description": "You ask Trader Gentler to pay you and he says that Miki the Cat has already been paid for the runestones. He tells you to get the money from him.", "npc": null, "item": {"id": "1866", "name": "Suede", "icon": "etc_suede_i00", "grade": "NG"}}, {"number": 8, "title": "A Lie Exposed", "description": "Miki the Cat says he never signed any contract and sends you back to Trader Gentler in Giran Castle Town.", "npc": null, "item": {"id": "1866", "name": "Suede", "icon": "etc_suede_i00", "grade": "NG"}}, {"number": 9, "title": "The Final Ingredient", "description": "Gentler apologizes and promises to make you an exquisite accessory if you'll bring him some more ingredients. He asks you to collect 1,000 thread and 500 suede.SuedeNGx500", "npc": null, "item": {"id": "1866", "name": "Suede", "icon": "etc_suede_i00", "grade": "NG"}}]	lu4	https://wiki.mw2.wiki/quest/32-an-obvious-lie/lu4
34	In Search of Cloth	Ralford makes you the spidersilk and asks you to bring him 3,000 units of suede and 5,000 thread.ThreadNGx5000	30088	Radia	Warrior-use Armor Merchant	skill4416_human	[{"top": 2537.9096045198, "left": 2136.0225988701}]	60	85	[{"name": "Mysterious ClothNG", "icon": "etc_piece_of_cloth_white_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Radia hasn't begun work because the ingredients that she ordered haven't been delivered yet. Visit Trader Varan and check on her delivery.", "npc": {"id": "34", "name": "Radia", "additional": "Warrior-use Armor Merchant", "icon": "skill4416_human"}, "item": {"id": "1868", "name": "Thread", "icon": "etc_skein_white_i00", "grade": "NG"}}, {"number": 2, "title": "Go to Varan", "description": "Radia hasn't begun work because the ingredients that she ordered haven't been delivered yet. Visit Trader Varan and check on her delivery.", "npc": null, "item": {"id": "1868", "name": "Thread", "icon": "etc_skein_white_i00", "grade": "NG"}}, {"number": 3, "title": "Return to Radia", "description": "Varan says it is difficult to get the supply and he cannot deliver the order on the due date and asks for understanding.", "npc": null, "item": {"id": "1868", "name": "Thread", "icon": "etc_skein_white_i00", "grade": "NG"}}, {"number": 4, "title": "Go to Ralford", "description": "Radia says she'll contact Ralford in the Ivory Tower in advance and asks you to get the materials from her.", "npc": null, "item": {"id": "1868", "name": "Thread", "icon": "etc_skein_white_i00", "grade": "NG"}}, {"number": 5, "title": "Squash the Spiders", "description": "Ralford doesn't have the items that Radia ordered, but she could get the spidersilk if she had some spinnerets. Go to the Sea of Spores and get 10 spinnerets. Monsters to Hunt - Trisalims, Trisalim TarantulasSpinneretNGx10", "npc": null, "item": {"id": "1868", "name": "Thread", "icon": "etc_skein_white_i00", "grade": "NG"}}, {"number": 6, "title": "Go to Ralford", "description": "You've hunted Trisalims and Trisalim Tarantulas and obtained 10 spinnerets. Return to Ralford and ask her to spin out the spidersilk.", "npc": null, "item": {"id": "1868", "name": "Thread", "icon": "etc_skein_white_i00", "grade": "NG"}}, {"number": 7, "title": "Return to Radia", "description": "Ralford makes you the spidersilk and asks you to bring him 3,000 units of suede and 5,000 thread.ThreadNGx5000", "npc": null, "item": {"id": "1868", "name": "Thread", "icon": "etc_skein_white_i00", "grade": "NG"}}]	lu4	https://wiki.mw2.wiki/quest/34-in-search-of-cloth/lu4
35	Find Glittering Jewelry	Ellie says she needs more materials and asks you to bring her 5 oriharukon, 500 units of silver and 150 thons.ThonsNGx150	30091	Ellie	Accessory Merchant	skill4416_human	[{"top": 2529.2203389831, "left": 2140.8587570621}]	60	85	[{"name": "Jewel BoxNG", "icon": "etc_treasure_box_i02", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Ellie says the ore that she ordered haven't arrived and asks you to visit Felton and find out when her order will arrive.", "npc": {"id": "35", "name": "Ellie", "additional": "Accessory Merchant", "icon": "skill4416_human"}, "item": {"id": "4044", "name": "Thons", "icon": "etc_gem_clear_i00", "grade": "NG"}}, {"number": 2, "title": "Go to Felton", "description": "Ellie says the ore that she ordered haven't arrived and asks you to visit Felton and find out when her order will arrive.", "npc": null, "item": {"id": "4044", "name": "Thons", "icon": "etc_gem_clear_i00", "grade": "NG"}}, {"number": 3, "title": "Sail for Alligator Beach", "description": "Felton suggests you go to Alligator Beach to get the ore by hunting Alligators. Bring back 10 ore.Rough JewelNGx10", "npc": null, "item": {"id": "4044", "name": "Thons", "icon": "etc_gem_clear_i00", "grade": "NG"}}, {"number": 4, "title": "Return to Ellie", "description": "You've got 10 ore. Return to Ellie and ask her to make them into gems.", "npc": null, "item": {"id": "4044", "name": "Thons", "icon": "etc_gem_clear_i00", "grade": "NG"}}, {"number": 5, "title": "Ingredients to Cut Gems", "description": "Ellie says she needs more materials and asks you to bring her 5 oriharukon, 500 units of silver and 150 thons.ThonsNGx150", "npc": null, "item": {"id": "4044", "name": "Thons", "icon": "etc_gem_clear_i00", "grade": "NG"}}]	lu4	https://wiki.mw2.wiki/quest/35-find-glittering-jewelry/lu4
38	Dragon Fangs	You've collected the 50 dragon's teeth that Magister Iris asked for. Take them to her.	30386	Luis	Guard	skill4416_human	[{"top": 2570.0395480226, "left": 1245.384180791}]	19	29	[{"name": "Random RewardNG", "icon": "etc_quest_random_reward_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "The guards of Giran have asked you to destroy the lizardmen that are disturbing the peace. Monsters to Hunt - Langk Lizardman Sentinel, Langk Lizardman Scout, Langk Lizardman Lieutenant, Langk Lizardman WarriorFeather OrnamentNGx100", "npc": {"id": "38", "name": "Luis", "additional": "Guard", "icon": "skill4416_human"}, "item": {"id": "7177", "name": "Letter of Rohmer", "icon": "etc_scroll_white_i00", "grade": "NG"}}, {"number": 2, "title": "Wipe out the Raiders!", "description": "The guards of Giran have asked you to destroy the lizardmen that are disturbing the peace. Monsters to Hunt - Langk Lizardman Sentinel, Langk Lizardman Scout, Langk Lizardman Lieutenant, Langk Lizardman WarriorFeather OrnamentNGx100", "npc": null, "item": {"id": "7175", "name": "Tooth of Dragon", "icon": "etc_claw_i00", "grade": "NG"}}, {"number": 3, "title": "Return to Guard Luis", "description": "You've defeated the Langk Lizardmen that have been threatening the southern coast road. Return to Guard Luis of Gludin Village.", "npc": null, "item": {"id": "7175", "name": "Tooth of Dragon", "icon": "etc_claw_i00", "grade": "NG"}}, {"number": 4, "title": "Mysterious Tooth", "description": "You discover a strange tooth among the warriors' effects. Ask Magister Iris about it.Tooth of TotemNG", "npc": null, "item": {"id": "7175", "name": "Tooth of Dragon", "icon": "etc_claw_i00", "grade": "NG"}}, {"number": 5, "title": "Towards Magister Rohmer", "description": "Magister Iris was able to identify the tooth as coming from a dragon, but is unable to control it. She suggests that you ask Magister Rohmer in the Town of Gludio.Letter of IrisNG", "npc": null, "item": {"id": "7175", "name": "Tooth of Dragon", "icon": "etc_claw_i00", "grade": "NG"}}, {"number": 6, "title": "Exposed Secret", "description": "An expert in the sorcery of Lizardmen, Magister Rohmer has important reference data and asks you to deliver it to Magister Iris at once.Letter of RohmerNG", "npc": null, "item": {"id": "7175", "name": "Tooth of Dragon", "icon": "etc_claw_i00", "grade": "NG"}}, {"number": 7, "title": "Find the Tooth", "description": "Magister Iris asks you to steal 50 teeth from the Lizardmen. Monsters to be hunted - Langk Lizardman Shaman, Langk Lizardman Leader.Tooth of DragonNGx50", "npc": null, "item": {"id": "7175", "name": "Tooth of Dragon", "icon": "etc_claw_i00", "grade": "NG"}}, {"number": 8, "title": "Duty Fulfilled", "description": "You've collected the 50 dragon's teeth that Magister Iris asked for. Take them to her.", "npc": null, "item": null}]	lu4	https://wiki.mw2.wiki/quest/38-dragon-fangs/lu4
39	Red-Eyed Invaders	After much searching, you've discovered the clues to the conspiracy! Return to Captain Bathis.	30334	Babenco	Guard	skill4416_human	[{"top": 2388.4293785311, "left": 1592.0960451977}]	20	28	[{"name": "Random RewardNG", "icon": "etc_quest_random_reward_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Guard Babenco of the Town of Gludio has recently noticed increased movements of Lizardmen on the west side of town and he's seeking recruits to help defeat them. All volunteers should report to Captain Bathis", "npc": {"id": "39", "name": "Babenco", "additional": "Guard", "icon": "skill4416_human"}, "item": {"id": "7181", "name": "Gem of Maille Lizardman", "icon": "etc_crystal_ball_blue_i00", "grade": "NG"}}, {"number": 2, "title": "Invaders of Gludio", "description": "Guard Babenco of the Town of Gludio has recently noticed increased movements of Lizardmen on the west side of town and he's seeking recruits to help defeat them. All volunteers should report to Captain Bathis", "npc": null, "item": {"id": "7181", "name": "Gem of Maille Lizardman", "icon": "etc_crystal_ball_blue_i00", "grade": "NG"}}, {"number": 3, "title": "Destroy the Maille Lizardmen's Vanguard", "description": "Captain Bathis orders you to destroy the Maille Lizardmen's vanguard and bring 100 Red Bone Necklaces and 100 Black Bone Necklaces as the evidence. Monsters to be hunted - Maille Lizardman, Maille Lizardman Scout, Maille Lizardman GuardRed Bone NecklaceNGx100", "npc": null, "item": {"id": "7181", "name": "Gem of Maille Lizardman", "icon": "etc_crystal_ball_blue_i00", "grade": "NG"}}, {"number": 4, "title": "Drumbeats of Victory", "description": "You've destroyed the Maille Lizardmen. Take your trophies to Captain Bathis.", "npc": null, "item": {"id": "7181", "name": "Gem of Maille Lizardman", "icon": "etc_crystal_ball_blue_i00", "grade": "NG"}}, {"number": 5, "title": "Search for Clues", "description": "Captain Bathis has asked you to investigate the possibility of a relationship between Maille Lizardmen and Arachnids.  Monsters to be hunted - Maille Lizardman Guards, Maille Lizardman Scouts and Giant Arachnids.Gem of Maille LizardmanNGx30", "npc": null, "item": {"id": "7181", "name": "Gem of Maille Lizardman", "icon": "etc_crystal_ball_blue_i00", "grade": "NG"}}, {"number": 6, "title": "Conspiracy Revealed", "description": "After much searching, you've discovered the clues to the conspiracy! Return to Captain Bathis.", "npc": null, "item": null}]	lu4	https://wiki.mw2.wiki/quest/39-red-eyed-invaders/lu4
42	Help the Uncle!	Sophya thanks you for the information and asks you to thank Waters for her, too. Return to Pet Manager Waters.	30828	Waters	Pet Manager	skill4416_human	[{"top": 2493.1412429379, "left": 1794.9039548023}]	21	85	[{"name": "Question MarkNG", "icon": "etc_question_mark_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Pet Manager Waters asks you to find him a trident.TridentD", "npc": {"id": "42", "name": "Waters", "additional": "Pet Manager", "icon": "skill4416_human"}, "item": {"id": "7548", "name": "Map Piece", "icon": "etc_map_piece_yellow_i00", "grade": "NG"}}, {"number": 2, "title": "A Trident is Needed", "description": "Pet Manager Waters asks you to find him a trident.TridentD", "npc": null, "item": {"id": "7548", "name": "Map Piece", "icon": "etc_map_piece_yellow_i00", "grade": "NG"}}, {"number": 3, "title": "Hunting Monster Eyes", "description": "Waters cannot send the trident because of the monster eyes lurking near the village. Hunt the monster eyes for him. Monsters to Hunt - Plains of Dion: Monster Eye Destroyers, Dion Hills: Monster Eye GazersMap PieceNGx30", "npc": null, "item": {"id": "7548", "name": "Map Piece", "icon": "etc_map_piece_yellow_i00", "grade": "NG"}}, {"number": 4, "title": "Return to Waters", "description": "You've defeated 30 monster eyes. Return to Pet Manager Waters.", "npc": null, "item": null}, {"number": 5, "title": "The Plan of Attack", "description": "The monster eyes had a map containing their attack plans! Show it to Sophya.", "npc": null, "item": null}, {"number": 6, "title": "Return to Waters", "description": "Sophya thanks you for the information and asks you to thank Waters for her, too. Return to Pet Manager Waters.", "npc": null, "item": null}]	lu4	https://wiki.mw2.wiki/quest/42-help-the-uncle/lu4
43	Help the Sister!	Trader Galladucci asks you to tell Cooper that he will buy him a big dinner around the Period of Tera. Return to Pet Manager Cooper.	30829	Cooper	Pet Manager	skill4416_human	[{"top": 2509.9548022599, "left": 2144.1920903955}]	21	85	[{"name": "Question MarkNG", "icon": "etc_question_mark_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Pet Manager Cooper asks you to get him a crafted dagger.Crafted DaggerD", "npc": {"id": "43", "name": "Cooper", "additional": "Pet Manager", "icon": "skill4416_human"}, "item": {"id": "7550", "name": "Map Piece", "icon": "etc_map_piece_ivory_i00", "grade": "NG"}}, {"number": 2, "title": "A Crafted Dagger", "description": "Pet Manager Cooper asks you to get him a crafted dagger.Crafted DaggerD", "npc": null, "item": {"id": "7550", "name": "Map Piece", "icon": "etc_map_piece_ivory_i00", "grade": "NG"}}, {"number": 3, "title": "Hunting in the Execution Grounds", "description": "Worried about his younger sister's trip, Cooper asks you to hunt specters and sorrow maidens on the Execution Grounds. Kill 30 of them! Monsters to Hunt - Specters, Sorrow MaidensMap PieceNGx30", "npc": null, "item": {"id": "7550", "name": "Map Piece", "icon": "etc_map_piece_ivory_i00", "grade": "NG"}}, {"number": 4, "title": "Return to Cooper", "description": "You've hunted monsters on the Execution Grounds and obtained a piece of a strange map. Return to Pet Manager Cooper.", "npc": null, "item": null}, {"number": 5, "title": "Map for Galladucci", "description": "The thing that monsters in the Execution Grounds had looks like the map that should have been delivered to Galladucci. Visit Galladucci at his shop.", "npc": null, "item": null}, {"number": 6, "title": "Return to Cooper", "description": "Trader Galladucci asks you to tell Cooper that he will buy him a big dinner around the Period of Tera. Return to Pet Manager Cooper.", "npc": null, "item": null}]	lu4	https://wiki.mw2.wiki/quest/43-help-the-sister/lu4
44	Help the Son!	Drikus says we must determine exactly who owns the bead and asks you to talk to Pet Manager Lundy to determine the owner. Return to Lundy.	30827	Lundy	Pet Manager	skill4416_human	[{"top": 2382.7344632768, "left": 1607.4237288136}]	21	85	[{"name": "Question MarkNG", "icon": "etc_question_mark_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Pet Manager Lundy asks you to find him a Adena.AdenaNGx100000", "npc": {"id": "44", "name": "Lundy", "additional": "Pet Manager", "icon": "skill4416_human"}, "item": {"id": "7552", "name": "Broken Gemstone Fragment", "icon": "etc_broken_crystal_gold_i00", "grade": "NG"}}, {"number": 2, "title": "Find Adena", "description": "Pet Manager Lundy asks you to find him a Adena.AdenaNGx100000", "npc": null, "item": {"id": "7552", "name": "Broken Gemstone Fragment", "icon": "etc_broken_crystal_gold_i00", "grade": "NG"}}, {"number": 3, "title": "Hunt Maille Lizardman", "description": "After getting the Adena, Lundy asks you to hunt 30 more Maille Lizardmen in this area. Monsters to Hunt - Maille Lizardmen, Maille Lizardman Guards, Maille Lizardman ScoutsBroken Gemstone FragmentNGx30", "npc": null, "item": {"id": "7552", "name": "Broken Gemstone Fragment", "icon": "etc_broken_crystal_gold_i00", "grade": "NG"}}, {"number": 4, "title": "Return to Lundy", "description": "When you defeated the 30 Maille Lizardmen they dropped some strange things. Take them to Pet Manager Lundy.", "npc": null, "item": null}, {"number": 5, "title": "Bead of Riddles", "description": "The bead that came from the monsters looks like the object that High Prefect Drikus ordered you to bring to him. Go visit him.", "npc": null, "item": null}, {"number": 6, "title": "Return to Lundy", "description": "Drikus says we must determine exactly who owns the bead and asks you to talk to Pet Manager Lundy to determine the owner. Return to Lundy.", "npc": null, "item": null}]	lu4	https://wiki.mw2.wiki/quest/44-help-the-son/lu4
45	To Talking Island	You've got the purified necklace that was once cursed. Deliver it to Galladucci at his boutique.Purified Magic NecklaceNG	30097	Galladucci	Weapon Merchant	skill4416_dwarf	[{"top": 2508.1581920904, "left": 2135.7118644068}]	3	10	[{"name": "Scroll of Escape: Talking Island VillageNG", "icon": "etc_scroll_of_return_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "You came to get help with the Traveler's Mark, but Galladucci will only help you if you work for him. Take the scroll and visit Magic Trader Gentler.Galladucci's Order (Document)NG", "npc": {"id": "45", "name": "Galladucci", "additional": "Weapon Merchant", "icon": "skill4416_dwarf"}, "item": {"id": "7567", "name": "Gemstone Powder", "icon": "etc_powder_orange_i00", "grade": "NG"}}, {"number": 2, "title": "First Scroll", "description": "You came to get help with the Traveler's Mark, but Galladucci will only help you if you work for him. Take the scroll and visit Magic Trader Gentler.Galladucci's Order (Document)NG", "npc": null, "item": {"id": "7565", "name": "Galladucci's Order (Document)", "icon": "etc_piece_of_paper_white_i00", "grade": "NG"}}, {"number": 3, "title": "To the Luxury Shop", "description": "Take the sword of magic that Galladucci ordered and return to the Luxury Shop.Magic Sword HiltNG", "npc": null, "item": {"id": "7566", "name": "Purified Magic Necklace", "icon": "etc_evil_necklace_i00", "grade": "NG"}}, {"number": 4, "title": "Second Scroll", "description": "Get a new scroll and visit Jeweler Sandra at the Jewelry Shop.Galladucci's Order (Document)NG", "npc": null, "item": {"id": "7566", "name": "Purified Magic Necklace", "icon": "etc_evil_necklace_i00", "grade": "NG"}}, {"number": 5, "title": "Return to the Boutique", "description": "You've received gemstone powder from Sandra. Take it to Galladucci at his boutique.Gemstone PowderNG", "npc": null, "item": {"id": "7566", "name": "Purified Magic Necklace", "icon": "etc_evil_necklace_i00", "grade": "NG"}}, {"number": 6, "title": "Third Order Document", "description": "This is the last errand for Galladucci. Visit Priest Dustin at the Einhasad Temple and deliver the scroll.Galladucci's Order (Document)NG", "npc": null, "item": {"id": "7566", "name": "Purified Magic Necklace", "icon": "etc_evil_necklace_i00", "grade": "NG"}}, {"number": 7, "title": "Last Delivery", "description": "You've got the purified necklace that was once cursed. Deliver it to Galladucci at his boutique.Purified Magic NecklaceNG", "npc": null, "item": {"id": "7566", "name": "Purified Magic Necklace", "icon": "etc_evil_necklace_i00", "grade": "NG"}}]	lu4	https://wiki.mw2.wiki/quest/45-to-talking-island/lu4
46	Once More In the Arms of the Mother Tree	You've got the purified necklace that was once cursed. Deliver it to Galladucci at his shop.Purified Magic NecklaceNG	30097	Galladucci	Weapon Merchant	skill4416_dwarf	[{"top": 2508.1581920904, "left": 2135.7118644068}]	3	10	[{"name": "Scroll of Escape: Elven VillageNG", "icon": "etc_scroll_of_return_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "You came to get help with the Traveler's Mark, but Galladucci will only help you if you work for him. Take the scroll and visit Magic Trader Gentler.Galladucci's Order (Document)NG", "npc": {"id": "46", "name": "Galladucci", "additional": "Weapon Merchant", "icon": "skill4416_dwarf"}, "item": {"id": "7567", "name": "Gemstone Powder", "icon": "etc_powder_orange_i00", "grade": "NG"}}, {"number": 2, "title": "First Scroll", "description": "You came to get help with the Traveler's Mark, but Galladucci will only help you if you work for him. Take the scroll and visit Magic Trader Gentler.Galladucci's Order (Document)NG", "npc": null, "item": {"id": "7565", "name": "Galladucci's Order (Document)", "icon": "etc_piece_of_paper_white_i00", "grade": "NG"}}, {"number": 3, "title": "To the Luxury Shop", "description": "Take the sword of magic that Galladucci ordered and return to the Luxury Shop.Magic Sword HiltNG", "npc": null, "item": {"id": "7566", "name": "Purified Magic Necklace", "icon": "etc_evil_necklace_i00", "grade": "NG"}}, {"number": 4, "title": "Second Scroll", "description": "The second task. Get a new scroll and go see Jeweler Sandra at the Jewelry Shop.Galladucci's Order (Document)NG", "npc": null, "item": {"id": "7566", "name": "Purified Magic Necklace", "icon": "etc_evil_necklace_i00", "grade": "NG"}}, {"number": 5, "title": "Return to the Boutique", "description": "You've received gemstone powder from Sandra. Take it to Galladucci at his boutique.Gemstone PowderNG", "npc": null, "item": {"id": "7566", "name": "Purified Magic Necklace", "icon": "etc_evil_necklace_i00", "grade": "NG"}}, {"number": 6, "title": "Third Order Document", "description": "This is the last errand for Galladucci. Visit Priest Dustin at the Einhasad Temple and deliver the scroll.Galladucci's Order (Document)NG", "npc": null, "item": {"id": "7566", "name": "Purified Magic Necklace", "icon": "etc_evil_necklace_i00", "grade": "NG"}}, {"number": 7, "title": "Last Delivery", "description": "You've got the purified necklace that was once cursed. Deliver it to Galladucci at his shop.Purified Magic NecklaceNG", "npc": null, "item": {"id": "7566", "name": "Purified Magic Necklace", "icon": "etc_evil_necklace_i00", "grade": "NG"}}]	lu4	https://wiki.mw2.wiki/quest/46-once-more-in-the-arms-of-the-mother-tree/lu4
47	Into the Dark Forest	You've got the purified necklace that was once cursed. Deliver it to Galladucci at his shop.Purified Magic NecklaceNG	30097	Galladucci	Weapon Merchant	skill4416_dwarf	[{"top": 2508.1581920904, "left": 2135.7118644068}]	3	10	[{"name": "Scroll of Escape: Dark Elven VillageNG", "icon": "etc_scroll_of_return_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "You came to get help with the Traveler's Mark, but Galladucci will only help you if you work for him. Take the scroll and visit Magic Trader Gentler.Galladucci's Order (Document)NG", "npc": {"id": "47", "name": "Galladucci", "additional": "Weapon Merchant", "icon": "skill4416_dwarf"}, "item": {"id": "7567", "name": "Gemstone Powder", "icon": "etc_powder_orange_i00", "grade": "NG"}}, {"number": 2, "title": "First Scroll", "description": "You came to get help with the Traveler's Mark, but Galladucci will only help you if you work for him. Take the scroll and visit Magic Trader Gentler.Galladucci's Order (Document)NG", "npc": null, "item": {"id": "7565", "name": "Galladucci's Order (Document)", "icon": "etc_piece_of_paper_white_i00", "grade": "NG"}}, {"number": 3, "title": "To the Luxury Shop", "description": "Take the sword of magic that Galladucci ordered and return to the Luxury Shop.Magic Sword HiltNG", "npc": null, "item": {"id": "7566", "name": "Purified Magic Necklace", "icon": "etc_evil_necklace_i00", "grade": "NG"}}, {"number": 4, "title": "Second Scroll", "description": "The second task. Get a new scroll and go see Jeweler Sandra at the Jewelry Shop.Galladucci's Order (Document)NG", "npc": null, "item": {"id": "7566", "name": "Purified Magic Necklace", "icon": "etc_evil_necklace_i00", "grade": "NG"}}, {"number": 5, "title": "Return to the Boutique", "description": "You've received gemstone powder from Sandra. Take it to Galladucci at his shop.Gemstone PowderNG", "npc": null, "item": {"id": "7566", "name": "Purified Magic Necklace", "icon": "etc_evil_necklace_i00", "grade": "NG"}}, {"number": 6, "title": "Third Order Document", "description": "This is the last errand for Galladucci. Visit Priest Dustin at the Einhasad Temple and deliver the scroll.Galladucci's Order (Document)NG", "npc": null, "item": {"id": "7566", "name": "Purified Magic Necklace", "icon": "etc_evil_necklace_i00", "grade": "NG"}}, {"number": 7, "title": "Last Delivery", "description": "You've got the purified necklace that was once cursed. Deliver it to Galladucci at his shop.Purified Magic NecklaceNG", "npc": null, "item": {"id": "7566", "name": "Purified Magic Necklace", "icon": "etc_evil_necklace_i00", "grade": "NG"}}]	lu4	https://wiki.mw2.wiki/quest/47-into-the-dark-forest/lu4
48	To the Immortal Plateau	You've got the purified necklace that was once cursed. Deliver it to Galladucci at his shop.Purified Magic NecklaceNG	30097	Galladucci	Weapon Merchant	skill4416_dwarf	[{"top": 2508.1581920904, "left": 2135.7118644068}]	3	10	[{"name": "Scroll of Escape: Orc VillageNG", "icon": "etc_scroll_of_return_i03", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "You came to get help with the Traveler's Mark, but Galladucci will only help you if you work for him. Take the scroll and visit Magic Trader Gentler.Galladucci's Order (Document)NG", "npc": {"id": "48", "name": "Galladucci", "additional": "Weapon Merchant", "icon": "skill4416_dwarf"}, "item": {"id": "7567", "name": "Gemstone Powder", "icon": "etc_powder_orange_i00", "grade": "NG"}}, {"number": 2, "title": "First Scroll", "description": "You came to get help with the Traveler's Mark, but Galladucci will only help you if you work for him. Take the scroll and visit Magic Trader Gentler.Galladucci's Order (Document)NG", "npc": null, "item": {"id": "7565", "name": "Galladucci's Order (Document)", "icon": "etc_piece_of_paper_white_i00", "grade": "NG"}}, {"number": 3, "title": "To the Luxury Shop", "description": "Take the sword of magic that Galladucci ordered and return to the Luxury Shop.Magic Sword HiltNG", "npc": null, "item": {"id": "7566", "name": "Purified Magic Necklace", "icon": "etc_evil_necklace_i00", "grade": "NG"}}, {"number": 4, "title": "Second Scroll", "description": "The second task. Get a new scroll and go see Jeweler Sandra at the Jewelry Shop.Galladucci's Order (Document)NG", "npc": null, "item": {"id": "7566", "name": "Purified Magic Necklace", "icon": "etc_evil_necklace_i00", "grade": "NG"}}, {"number": 5, "title": "Return to the Boutique", "description": "You've received gemstone powder from Sandra. Take it to Galladucci at his shop.Gemstone PowderNG", "npc": null, "item": {"id": "7566", "name": "Purified Magic Necklace", "icon": "etc_evil_necklace_i00", "grade": "NG"}}, {"number": 6, "title": "Third Order Document", "description": "This is the last errand for Galladucci. Visit Priest Dustin at the Einhasad Temple and deliver the scroll.Galladucci's Order (Document)NG", "npc": null, "item": {"id": "7566", "name": "Purified Magic Necklace", "icon": "etc_evil_necklace_i00", "grade": "NG"}}, {"number": 7, "title": "Last Delivery", "description": "You've got the purified necklace that was once cursed. Deliver it to Galladucci at his shop.Purified Magic NecklaceNG", "npc": null, "item": {"id": "7566", "name": "Purified Magic Necklace", "icon": "etc_evil_necklace_i00", "grade": "NG"}}]	lu4	https://wiki.mw2.wiki/quest/48-to-the-immortal-plateau/lu4
